   .288D+01     .0351   10.2802    1.1507   96.3866
   .288D+01     .0351   10.3264    1.1522   96.4324
   .289D+01     .0351   10.3721    1.1537   96.4776
   .289D+01     .0351   10.4173    1.1552   96.5222
   .290D+01     .0352   10.4622    1.1567   96.5661
   .290D+01     .0352   10.5066    1.1581   96.6094
   .291D+01     .0352   10.5506    1.1596   96.6520
   .291D+01     .0353   10.5942    1.1610   96.6941
   .292D+01     .0353   10.6374    1.1624   96.7356
   .292D+01     .0353   10.6802    1.1638   96.7765
   .293D+01     .0353   10.7226    1.1651   96.8168
   .293D+01     .0354   10.7646    1.1665   96.8566
   .294D+01     .0354   10.8062    1.1678   96.8959
   .294D+01     .0354   10.8474    1.1692   96.9346
   .295D+01     .0355   10.8883    1.1705   96.9728
   .295D+01     .0355   10.9288    1.1718   97.0105
   .296D+01     .0355   10.9689    1.1731   97.0476
   .296D+01     .0355   11.0087    1.1743   97.0843
   .296D+01     .0356   11.0481    1.1756   97.1205
   .297D+01     .0356   11.0871    1.1768   97.1562
